,WMO,FAA,Station_Name,Continent,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
0,16429,LICT,Trapani/Birgi ,Africa,LICT,TRAPANI/BIRGI (AFB,,IT,7,37.92,N,12.5,E
1,16546,LIED,Decimomannu ,Africa,LIED,DECIMOMANNU,,IT,30,39.35,N,8.97,E
2,16754,LGIR,Heraklion (Airport) ,Africa,LGIR,IRAKLION (CIV/AFB),,GR,39,35.33,N,25.18,E
3,16716,LGAT,Athinai (Airport) ,Africa,LGAT,ATHENS/HELLENKION,,GR,15,37.9,N,23.73,E
4,17196,LTAU,Kayseri ,Africa,LTAM,KAISERI CITY,,TU,1043,38.72,N,35.5,E
5,17220,,Izmir/Guzelyali,Africa,,IZMIR,,TU,29,38.43,N,27.17,E
6,17240,LTBM,Isparta ,Africa,LTBM,ISPARTA,,TU,997,37.75,N,30.55,E
7,17351,,Adana/Bolge,Africa,,ADANA/BOLGE,,TU,28,36.98,N,35.35,E
8,40179,,Bet Dagan,Africa,,BET DAGAN,,IS,30,32.0,N,34.82,E
9,40373,OEPA,Al-Qaisumah ,Africa,OEPA,HAFR AL-BATIN ARPT,,SD,355,28.33,N,46.12,E
10,40375,OETB,Tabuk ,Africa,OETB,TABUK (SAUD-AFB),,SD,770,28.37,N,36.58,E
11,40394,OEHL,Hail ,Africa,OEHL,HAIL,,SD,1013,27.52,N,41.73,E
12,40417,OEDF,K.F.I.A.-Dammam ,Africa,OEDF,KING FAHAD INTERNA,,SD,12,26.45,N,49.82,E
13,40430,OEMA,Al-Madinah ,Africa,OEMA,MADINAH INTL ARPT,,SD,631,24.55,N,39.72,E
14,40766,OICC,Kermanshah ,Africa,OICC,KERMANSHAH/BAKTARA,,IR,1322,34.27,N,47.12,E
15,40800,OIFM,Esfahan ,Africa,OIFM,ESFAHAN (CIV/AFB),,IR,1590,32.62,N,51.67,E
16,40848,OISS,Shiraz ,Africa,OISS,SHIRAZ (CIV/AFB),,IR,1491,29.53,N,52.58,E
17,40856,OIZH,Zahedan ,Africa,OIZH,ZAHEDAN/INTL,,IR,1370,29.47,N,60.88,E
18,40875,OIKB,Bandarabbass ,Africa,OIKB,BANDAR ABBAS INTL,,IR,10,27.22,N,56.37,E
19,40437,OERK,King Khaled Intl Arpt ,Africa,OERK,RIYADH/KING KHALID,,SD,612,24.93,N,46.72,E
20,40650,ORBB,Baghdad ,Africa,ORBB,BAGDAD/SIRSENK,,IQ,34,33.23,N,44.23,E
21,40706,OITT,Tabriz ,Africa,OITT,TABRIZ(IRAN-AB/CIV,,IR,1361,38.08,N,46.28,E
22,40754,OIII,Tehran-Mehrabad ,Africa,OIII,TEHRAN/MEHRABAD AF,,IR,1191,35.68,N,51.35,E
23,40809,OIMB,Birjand ,Africa,OIMB,BIRJAND,,IR,1491,32.87,N,59.2,E
24,40841,OIKK,Kerman ,Africa,OIKK,KERMAN,,IR,1754,30.25,N,56.97,E
25,41024,OEJN,Jeddah (King Abdul Aziz) ,Africa,OEJN,JEDDAH/ABDUL AZIZ,,SD,12,21.67,N,39.15,E
26,41112,OEAB,Abha ,Africa,OEAB,ABHA,,SD,2084,18.23,N,42.65,E
27,41217,OMAA,Abu Dhabi Inter Arpt ,Africa,OMAA,ABU DHABI INTL,,ER,27,24.43,N,54.65,E
28,41256,OOMS,"Seeb, Intl Airport ",Africa,OOMS,SEEB INTL/MUSCAT,,OM,8,23.58,N,58.28,E
29,60018,,Guimar-Tenerife,Africa,,TENERIFE-GUIMAR,,CR,111,28.32,N,16.38,W
30,60155,GMMC,Casablanca ,Africa,GMMC,CASABLANCA/ANFA,,MC,62,33.57,N,7.67,W
31,60390,DAAG,Dar-El-Beida ,Africa,DAAG,DAR-EL-BEIDA/HOUAR,,DZ,29,36.68,N,3.22,E
32,60571,DAOR,Bechar ,Africa,DAOR,BECHAR/OUAKDA,,DZ,773,31.62,N,2.23,W
33,60680,,Tamanrasset,Africa,,TAMANRASSET,,DZ,1378,22.78,N,5.52,E
34,60760,DTTZ,Tozeur ,Africa,DTTZ,TOZEUR/NEFTA,,TN,93,33.92,N,8.1,E
35,61052,DRRN,Niamey-Aero ,Africa,DRRR,NIAMEY-AERO,,NR,234,13.48,N,2.17,E
36,62306,HEMM,Mersa Matruh ,Africa,HEMM,MERSA MATRUH (MIL),,EG,30,31.33,N,27.22,E
37,62414,HESN,Asswan ,Africa,HESN,ASWAN (CIV/MIL),,EG,194,23.97,N,32.78,E
38,60096,GSVO,Dakhla ,Africa,GSVO,VILLA CISNEROS MIL,",",MC,9,23.71,N,15.93,W
39,61024,DRZA,Agadez ,Africa,DRZA,AGADEZ SOUTH (MIL),,NR,502,16.97,N,7.98,E
40,61052,DRRN,Niamey-Aero ,Africa,DRRR,NIAMEY-AERO,,NR,234,13.48,N,2.17,E
41,61901,,St. Helena Is.,Africa,,ST. HELENA ISLAND,,HE,436,15.93,S,5.67,W
42,63985,FSSS,Seychelles(Rawinsonde) ,Africa,FSSS,SEYCHELLES INTL,,SC,4,4.68,S,55.53,E
43,64400,FCPP,Pointe-Noire ,Africa,FCPP,POINTE-NOIRE,,CG,17,4.82,S,11.9,E
44,68424,FAUP,Upington ,Africa,FAUP,UPINGTON/PIERRE,,ZA,836,28.4,S,21.27,E
45,68592,FALE,King Shaka ,Africa,FALE,KING SHAKA INTL AI,,ZA,109,29.61,S,31.12,E
46,64700,FTTJ,Ndjamena ,Africa,FTTJ,NDJAMENA,,CD,295,12.13,N,15.03,E
47,65548,DIMN,Man ,Africa,DIMN,MAN,,IV,340,7.38,N,7.52,W
48,65578,DIAP,Abidjan ,Africa,DIAP,ABIDJAN/PORT BOUET,,IV,8,5.25,N,3.93,W
49,68263,FAIR,Pretoria (Irene) ,Africa,FAIR,PRETORIA/IRENE,,ZA,1500,25.92,S,28.22,E
50,68442,FABL,Bloemfontein Airport ,Africa,FABL,BLOEMFONTEIN/HERTZ,,ZA,1348,29.1,S,26.3,E
51,68512,FASB,Springbok ,Africa,FASB,SPRINGBOK,,ZA,990,29.67,S,17.87,E
52,68816,,Cape Town Intnl. Arport,Africa,FACT,CAPETOWN/DF MALAN,,ZA,42,33.98,S,18.6,E
53,68842,FAPE,Port Elizabeth ,Africa,FAPE,PORT ELIZABETH,,ZA,60,33.98,S,23.6,E
54,89512,,Novolazarevskaja,Antarctica,,NOVOLAZAREVSKAJA,,RU,102,70.77,S,11.83,E
55,89009,,Amundsen-Scott,Antarctica,NZSP,AMUNDSEN-SCOTT,,US,2830,90.0,S,0.0,E
56,89062,,Rothera,Antarctica,,ROTHERA PT BRI-BAS,,UK,16,67.57,S,68.13,W
57,89532,,Syowa,Antarctica,,SYOWA JAPAN-BASE,,JP,21,69.0,S,39.58,E
58,89564,,Mawson,Antarctica,,MAWSON AUS-BASE,,AU,16,68.6,S,62.87,E
59,89571,,Davis,Antarctica,,DAVIS AUS-BASE,,AU,13,68.57,S,77.95,E
60,89592,,Mirnyj,Antarctica,,MIRNYJ SOVIET-BASE,,RU,30,66.55,S,93.02,E
61,89611,,Casey,Antarctica,,CASEY AUS-BASE,,AU,41,66.28,S,110.52,E
62,89664,,Mcmurdo,Antarctica,,MCMURDO USA-BASE,,US,34,77.85,S,166.67,E
63,1001,ENJA,Jan Mayen ,Arctic,ENJA,JAN MAYEN,,NO,9,70.93,N,8.67,W
64,1004,ENAS,Ny-Alesund Ii ,Arctic,ENAS,NY-ALESUND II,,NO,8,78.92,N,11.93,E
65,1241,ENOL,Orland ,Arctic,ENOL,ORLAND III (NOR-AF,,NO,7,63.7,N,9.6,E
66,3238,,Albemarle,Arctic,,ALBERMARLE,,UK,146,55.1,N,1.93,W
67,3354,,Nottingham/Watnall,Arctic,,NOTTINGHAM WX CTR,,UK,117,53.0,N,1.25,W
68,3918,,Castor Bay,Arctic,,CASTOR BAY,,UK,17,54.5,N,6.33,W
69,1400,,Ekofisk,Arctic,ENEK,EKOFISK,,NO,46,56.53,N,3.22,E
70,3005,,Lerwick,Arctic,,LERWICK/SHETLAND I,,UK,84,60.13,N,1.18,W
71,4018,BIKF,Keflavikurflugvollur ,Arctic,BIKF,KEFLAVIK,,IL,52,63.97,N,22.6,W
72,4089,BIEG,Egilsstadir ,Arctic,BIEG,EGILSSTADIR,,IL,23,65.17,N,14.4,W
73,4220,BGEM,Aasiaat (Egedesminde) ,Arctic,BGEM,EGEDESMINDE/AUSIAT,,GL,41,68.7,N,52.85,W
74,4270,BGBW,Narsarsuaq ,Arctic,BGBW,NARSARSSUAK,,GL,26,61.18,N,45.42,W
75,4320,BGDH,Danmarkshavn ,Arctic,BGDH,DANMARKSHAVN (PORT,,GL,12,76.77,N,18.67,W
76,4339,BGSC,Ittoqqortoormiit ,Arctic,BGSC,SCORESBYSUND,,GL,69,70.48,N,21.95,W
77,10035,,Schleswig,Arctic,,SCHLESWIG,,DL,48,54.53,N,9.55,E
78,10113,,Norderney,Arctic,,NORDERNEY,,DL,11,53.71,N,7.15,E
79,10184,,Greifswald,Arctic,,GREIFSWALD,,DL,6,54.1,N,13.4,E
80,10393,,Lindenberg,Arctic,,LINDENBERG,,DL,112,52.22,N,14.12,E
81,12120,,Leba,Arctic,,LEBA,,PL,2,54.75,N,17.53,E
82,12374,,Legionowo,Arctic,,LEGIONOWO,,PL,96,52.4,N,20.97,E
83,20046,,"Polargmo Im. Krenkelja, DK",Arctic,,OSTROV KHEISA,DK,RU,20,80.62,N,58.05,E
84,20292,,"Gmo Im.E.K. Fedorova, DK",Arctic,,CAPE CELJUSKIN,DK,RU,13,77.72,N,104.3,E
85,20674,,"Ostrov Dikson, DK",Arctic,,DIKSON ISLAND,DK,RU,47,73.53,N,80.4,E
86,20744,,"Malye Karmakuly, DK",Arctic,,MALYE KARMAKULY,DK,RU,16,72.38,N,52.73,E
87,21432,,"Ostrov Kotelnyj, DK",Arctic,,KOTEL'NYJ ISLAND,TK,RU,10,76.0,N,137.9,E
88,21824,,"Tiksi, TK",Arctic,,TIKSI,TK,RU,8,71.58,N,128.92,E
89,21946,,"Chokurdah, TK",Arctic,,COKURDAH,TK,RU,61,70.62,N,147.9,E
90,22008,,Murmansk,Arctic,ULMM,MURMANSK,AR,RU,121,68.98,N,33.12,E
91,22217,,"Kandalaksa, AR",Arctic,,KANDALAKSA,AR,RU,26,67.15,N,32.35,E
92,22271,,"Sojna, AR",Arctic,,SOJNA,AR,RU,16,67.88,N,44.13,E
93,22522,,"Kem, LE",Arctic,,KEM (PORT),LE,RU,10,64.98,N,34.8,E
94,22543,,"Arhangelsk, AR",Arctic,,ARCHANGEL'SK,AR,RU,6,64.62,N,40.51,E
95,22820,,"Petrozavodsk, LE",Arctic,,PETROZAVODSK,LE,RU,112,61.82,N,34.27,E
96,22845,,"Kargopol, AR",Arctic,,KARGOPOL',AR,RU,121,61.5,N,38.93,E
97,23078,,Norilsk,Arctic,,NORILSK,DK,RU,62,69.33,N,88.1,E
98,23205,,"Narjan-Mar, AR",Arctic,,NAR'JAN-MAR,AR,RU,7,67.65,N,53.02,E
99,23330,,"Salehard, NO",Arctic,,SALEHARD,NO,RU,16,66.53,N,66.53,E
100,23415,,"Pechora, AR",Arctic,,PECHORA,AR,RU,56,65.12,N,57.1,E
101,23472,,"Turuhansk, NO",Arctic,,TURUHANSK,NO,RU,32,65.78,N,87.95,E
102,23802,,"Syktyvkar, AR",Arctic,UUYY,SYKTYVKAR',AR,RU,116,61.68,N,50.78,E
103,23884,,"Bor, NO",Arctic,,BOR,NO,RU,63,61.6,N,90.0,E
104,23921,,"Ivdel, SV",Arctic,,IVDEL',SV,RU,101,60.68,N,60.43,E
105,23933,USHH,"Hanty-Mansijsk, NO ",Arctic,USHH,HANTY-MANSIJSK,NO,RU,40,60.97,N,69.07,E
106,23955,,"Aleksandrovskoe, NO",Arctic,,ALEKSANDROVSKOE,NO,RU,47,60.43,N,77.87,E
107,24122,,"Olenek, HA",Arctic,,OLENEK,HA,RU,220,68.5,N,112.43,E
108,24266,,"Verhojansk, HA",Arctic,,VERHOJANSK,HA,RU,137,67.55,N,133.38,E
109,24343,,"Zhigansk, HA",Arctic,,ZIGANSK,HA,RU,93,66.77,N,123.4,E
110,24507,,"Tura, NO",Arctic,,TURA,NO,RU,186,64.27,N,100.23,E
111,24641,,"Viljujsk, HA",Arctic,,VILJUJSK,HA,RU,107,63.77,N,121.62,E
112,24688,,"Ojmjakon, HA",Arctic,,OJMJAKON,HA,RU,745,63.27,N,143.15,E
113,24726,,"Mirnvy, HB",Arctic,UERR,MIRNY,HB,RU,347,62.55,N,113.88,E
114,24908,,"Vanavara, NO",Arctic,,VANAVARA,NO,RU,260,60.33,N,102.27,E
115,24947,,"Olekminsk, HA",Arctic,,OLEKMINSK,HA,RU,226,60.37,N,120.42,E
116,24959,UEEE,"Jakutsk, HA ",Arctic,UEEE,YAKUTSK AIRPORT,HA,RU,103,62.08,N,129.75,E
117,25123,,"Cherskij, HA",Arctic,,CERSKIJ,HA,RU,32,68.8,N,161.28,E
118,25403,,"Zyrjanka, HA",Arctic,,ZYRYANKA,HA,RU,43,65.73,N,150.9,E
119,25703,,"Sejmchan, HA",Arctic,,SEJMCAN,HA,RU,207,62.92,N,152.42,E
120,25913,UHMM,"Magadan, HA ",Arctic,UHMM,MAGADAN,HA,RU,118,59.58,N,150.78,E
121,26038,ULTT,"Tallinn, LE ",Arctic,ULTT,TALLIN,HA,RU,44,59.45,N,24.8,E
122,26075,ULLI,"St.Petersburg(Voejkovo), St.Petersburg(Voejkovo), LE ",Arctic,,ST. PETERSBURG,LE,RU,72,59.95,N,30.7,E
123,26298,,"Bologoe, LE",Arctic,,BOLOGOE,LE,RU,178,57.9,N,34.05,E
124,26477,ULOL,"Velikie Luki, LE ",Arctic,ULOL,VELIKIE LUKI,LE,RU,98,56.38,N,30.6,E
125,26629,,"Kaunas, MI",Arctic,,KAUNAS,MI,BY,75,54.88,N,23.88,E
126,26781,,"Smolensk, MI",Arctic,,SMOLENSK,MI,RU,241,54.75,N,32.07,E
127,27038,ULWW,"Vologda, AR ",Arctic,,VOLOGDA,AR,RU,130,59.32,N,39.93,E
128,27199,,"Kirov, MS",Arctic,,KIROV,MS,RU,158,58.6,N,49.63,E
129,27459,,"Niznij Novgorod, MS",Arctic,,NIZNIJ NOVGOROD,MS,RU,157,56.27,N,44.0,E
130,27594,,"Kazan (Vyzaovye), MS",Arctic,,KAZAN',,RU,127,55.82,N,48.52,E
131,27713,,"Moskva (Dolgoprudnyj), MS",Arctic,UUDD,MOSCOW POLGOPRUDNY,MS,RU,179,55.4,N,37.9,E
132,27707,,"Suhinici, MS",Arctic,,SUHINICI,MS,RU,239,54.12,N,35.33,E
133,27730,,"Rjazan, MS",Arctic,,RJAZAN',MS,RU,158,54.63,N,39.7,E
134,27962,UWPP,"Penza, MS ",Arctic,UWPP,PENZA,MS,RU,174,53.13,N,45.02,E
135,27995,,"Samara (Bezencuk), MS",Arctic,,BEZENCUKSKAJA,MS,RU,45,52.98,N,49.43,E
136,28225,,"Perm, SV",Arctic,USPP,PERM,SV,RU,170,57.95,N,56.2,E
137,28275,,"Tobolsk, NO",Arctic,,TOBOLSK,NO,RU,44,58.15,N,68.18,E
138,28445,,"Verhnee Dubrovo, SV",Arctic,,VERHNEE DUBROVO,SV,RU,290,56.73,N,61.07,E
139,28661,,"Kurgan, SV",Arctic,,KURGAN,SV,RU,79,55.47,N,65.4,E
140,28722,,"Ufa, SV",Arctic,UWUU,UFA,SV,RU,105,54.75,N,56.0,E
141,28951,,"Kostanai, AK",Arctic,,KOSTANAI,AL,RU,171,53.23,N,63.62,E
142,29231,,"Kolpasevo, NO",Arctic,,KOLPASEV,NO,RU,76,58.3,N,82.9,E
143,29263,UNII,"Enisejsk, NO ",Arctic,UNII,YENISEYSK,NO,RU,78,58.45,N,92.15,E
144,29282,,"Bogucany, NO",Arctic,,BOGUCANY,NO,RU,134,58.42,N,97.4,E
145,29572,,"Emeljanovo, NO",Arctic,,EMEL'JANOVO,NO,RU,296,56.18,N,92.62,E
146,29612,,"Barabinsk, NO",Arctic,,BARABINSK,NO,RU,120,55.37,N,78.37,E
147,29634,UNNN,"Novosibirsk, NO ",Arctic,UNNT,NOVOSIBIRSK,NO,RU,177,55.03,N,82.9,E
148,29698,UINN,"Nizhneudinsk, NO ",Arctic,UINN,NIZNE-UDINSK,IR,RU,410,54.88,N,99.03,E
149,29839,,"Barnaul, IR",Arctic,,BARNAUL,NO,RU,159,53.21,N,83.49,E
150,29862,,"Hakasskaja, NO",Arctic,,HAKASSKATA,NO,RU,256,53.77,N,91.32,E
151,30054,,"Vitim, HA",Arctic,,VITIM,HA,RU,193,59.45,N,112.58,E
152,30230,UIKK,"Kirensk, IR ",Arctic,UIKK,KIRENSK,IR,RU,258,57.77,N,108.12,E
153,30372,,"Chara, IR",Arctic,,CARA,IR,RU,711,56.92,N,118.37,E
154,30309,,"Bratsk, IR",Arctic,UIBB,BRATSK,IR,RU,489,56.07,N,101.83,E
155,30635,,"Ust-Barguzin, IR",Arctic,,UST-BARGUZIN,IR,RU,457,54.42,N,109.02,E
156,30673,,"Mogoca, IR",Arctic,,MOGOCA,IR,RU,619,53.73,N,119.78,E
157,30715,,"Angarsk, IR",Arctic,,ANGARSK,IR,RU,450,52.48,N,103.85,E
158,30758,UIAA,"Chita, IR ",Arctic,UIAA,CITA/KADALA,IR,RU,685,52.02,N,113.33,E
159,30965,,"Borzja, IR",Arctic,,BORZJA,IR,RU,684,50.38,N,116.52,E
160,31004,,"Aldan, HA",Arctic,,ALDAN,HA,RU,682,58.62,N,125.37,E
161,31088,,"Ohotsk, HA",Arctic,,OHOTSK,HA,RU,6,59.37,N,143.2,E
162,31510,,"Blagovescensk, HA",Arctic,,BLAGOVESCENSK,HA,RU,137,50.27,N,127.5,E
163,31770,,Sovetskay Gavan,Arctic,,SOVETSKAY GAVAN,HA,RU,22,49.0,N,140.27,E
164,31873,,"Dalnerechensk, HA",Arctic,,DAL'NERECENSK,HA,RU,107,45.87,N,133.73,E
165,31300,,"Zeja, HA",Arctic,,ZEJA,HA,RU,232,53.75,N,127.23,E
166,31369,,"Nikolaevsk-Na-Amure, HA",Arctic,UHNN,NIKOLAEVSK,HA,RU,68,53.15,N,140.7,E
167,31538,,Sutur,Arctic,,SUTUR,HA,RU,349,50.07,N,132.13,E
168,31736,,"Habarovsk, HA",Arctic,,HABAROVSK,HA,RU,72,48.53,N,135.23,E
169,31873,,"Dalnerechensk, HA",Arctic,,DAL'NERECENSK,HA,RU,107,45.87,N,133.73,E
170,31977,,"Vladivostok (Sad Gorod), HA",Arctic,,SAD-GOROD,HB,RU,82,43.27,N,132.05,E
171,32061,,"Aleksandrovsk-Sahalnskij, HA",Arctic,,ALEKSANDROVSK-SAHA,,RU,31,50.9,N,142.17,E
172,32098,,"Poronajsk, HA",Arctic,,PORONAJSK,HA,RU,4,49.22,N,143.1,E
173,32150,UHSS,"Juzhno-Sahalinsk, HA ",Arctic,UHSS,JUZNO-SAHALINSK,HA,RU,31,46.92,N,142.73,E
174,32215,,"Severo-Kurilsk, HA",Arctic,,SEVERO-KURILSK,HA,RU,23,50.68,N,156.13,E
175,32389,,"Kljuchi, HA",Arctic,,KLJUCI,HA,RU,28,56.32,N,160.83,E
176,32477,,Sobolevo,Arctic,,SOBOLEVO,HA,RU,25,54.3,N,155.97,E
177,32540,UHPP,"Kamchatskij, HA ",Arctic,UHPP,PETROPAVLOVSK-KAMC,,RU,24,52.97,N,158.75,E
178,32618,,"Nikolskoe, HA",Arctic,,NIKOLSKOE/BERINGA,HA,RU,6,55.2,N,165.98,E
179,34009,,"Kursk, MS",Arctic,,KURSK,MS,RU,247,51.77,N,36.17,E
180,34122,UUOO,"Voronez, MS ",Arctic,UUOO,VORONEZ,MS,RU,154,51.7,N,39.17,E
181,34172,,"Saratov, MS",Arctic,UWSS,SARATOV,MS,RU,156,51.57,N,46.03,E
182,34247,,"Kalac, MS",Arctic,,KALAC,MS,RU,93,50.42,N,41.05,E
183,34467,URWW,"Volgograd, TB ",Arctic,,VOLOGRAD,TB,RU,141,48.78,N,44.33,E
184,34731,URRR,"Rostov-Na-Donu, TB ",Arctic,URRR,ROSTOV-NA-DONU,TB,RU,77,47.25,N,39.82,E
185,34858,,"Divnoe, TB",Arctic,,DIVNOE,TB,RU,77,46.92,N,45.35,E
186,34882,,"Astrakhan, TB",Arctic,,ASTRAHAN',TB,RU,-17,46.28,N,47.98,E
187,35121,,"Orenburg, AL",Arctic,UWOO,ORENBURG,AL,RU,109,51.78,N,55.22,E
188,35229,UATT,"Aktjubinsk, AL ",Arctic,UATT,AKTJUBINSK,AL,RU,227,50.3,N,57.23,E
189,35700,,"Atyran, AL",Arctic,,GUR'EV,AL,RU,-15,47.02,N,51.85,E
190,36003,,"Pavlodar, AL",Arctic,,PAVLODAR,AL,RU,123,52.28,N,76.95,E
191,37011,,"Tuapse, TB",Arctic,,TUAPSE,TB,RU,52,44.1,N,39.03,E
192,37259,,Mahachkala,Arctic,,MAHACHKALA,TB,RU,19,43.02,N,47.48,E
193,47401,,Wakkanai,Arctic,,WAKKANAI,,JP,11,45.42,N,141.68,E
194,70026,PABR,"Barrow/W. Post W.Rogers, AK ",Arctic,PBRW,BARROW/POST-ROG,AK,US,3,71.3,N,156.78,W
195,70133,PAOT,"Kotzebue, Ralph Wien, AK ",Arctic,POTZ,KOTZEBUE,AK,US,6,66.87,N,162.63,W
196,70200,PAOM,"Nome, AK ",Arctic,POME,NOME,AK,US,6,64.5,N,165.43,W
197,70219,PABE,"Bethel/Bethel Airport, AK ",Arctic,PBET,BETHEL ARPT,AK,US,45,60.78,N,161.8,W
198,70231,PAMC,"Mcgrath, AK ",Arctic,PMCG,MCGRATH,AK,US,103,62.97,N,155.62,W
199,70261,PAFA,"Fairbanks/Int, AK ",Arctic,PFAI,FAIRBANKS,AK,US,138,64.82,N,147.87,W
200,70273,PANC,"Anchorage/Int, AK ",Arctic,PANC,ANCHORAGE INTL,AK,US,40,61.17,N,150.02,W
201,70308,PASN,"St. Paul, AK ",Arctic,PSNP,SAINT PAUL IS.,AK,US,8,57.15,N,170.22,W
202,70316,PACD,"Cold Bay, AK ",Arctic,PCDB,COLD BAY,AK,US,31,55.2,N,162.72,W
203,70326,PAKN,"King Salmon, AK ",Arctic,PAKN,KING SALMON,AK,US,14,58.68,N,156.65,W
204,70350,PADQ,"Kodiak, AK ",Arctic,PADQ,KODIAK,AK,US,33,57.73,N,152.52,W
205,70361,PAYA,"Yakutat, AK ",Arctic,PYAK,YAKUTAT,AK,US,9,59.5,N,139.68,W
206,70398,PANT,"Annette Island, AK ",Arctic,PANN,ANNETTE ISLAND,AK,US,33,55.03,N,131.57,W
207,71043,YVQ,"Norman Wells Ua, NT ",Arctic,CYVQ,NORMAN WELLS,NT,CA,73,65.28,N,126.8,W
208,71081,YUX,"Hall Beach, NT ",Arctic,CYUX,HALL BEACH,NT,CA,8,68.78,N,81.25,W
209,71082,WLT,"Alert, NT ",Arctic,CWLT,ALERT BAY,NT,CA,63,82.5,N,62.33,W
210,71109,YZT,"Port Hardy, BC ",Arctic,CYZT,PORT HARDY,BC,CA,22,50.68,N,127.37,W
211,71119,WSE,"Edmonton Stony Plain, AB ",Arctic,CWSE,EDMONTON,AB,CA,766,53.55,N,114.1,W
212,71802,AYT,"Mt Pearl, NF ",Arctic,CWDS,ST LAWRENCE,NF,CA,49,46.92,N,55.38,W
213,71811,YZV,"Sept-Iles, QB ",Arctic,CYZV,SEPT-ILES,QB,CA,55,50.22,N,66.27,W
214,71815,YJT,"Stephenville, NF ",Arctic,CYJT,STEPHENVILLE,NF,CA,26,48.53,N,58.55,W
215,71816,YYR,"Goose Bay, NF ",Arctic,CYYR,GOOSE BAY,NF,CA,44,53.3,N,60.37,W
216,71823,YAH,"La Grande Iv, QB ",Arctic,CZAG,LA GRANDE,QB,CA,313,53.75,N,73.67,W
217,71867,YQD,"The Pas, MB ",Arctic,CYQD,THE PAS,MN,CA,271,53.97,N,101.1,W
218,71906,YVP,"Kuujjuaq, QB ",Arctic,CYVP,KUUJJUAQ,QB,CA,37,58.1,N,68.42,W
219,71907,WPH,"Inukjuak, QB ",Arctic,CWPH,INUKJUAK,QB,CA,3,58.45,N,78.12,W
220,71908,ZXS,"Prince George, BC ",Arctic,CZXS,PRINCE GEORGE,BC,CA,601,53.9,N,122.8,W
221,71909,YFB,"Iqaluit, NT ",Arctic,CYFB,FROBISHER BAY/IQAL,NT,CA,34,63.75,N,68.53,W
222,71913,YYQ,"Churchill, MB ",Arctic,CYYQ,CHURCHILL,MN,CA,29,58.75,N,94.07,W
223,71917,WEU,"Eureka, NT ",Arctic,CWEU,EUREKA,NT,CA,10,79.98,N,85.93,W
224,71924,YRB,"Resolute, NT ",Arctic,CYRB,RESOLUTE BAY,NT,CA,67,74.72,N,94.98,W
225,71925,YCB,"Cambridge Bay, NT ",Arctic,CYCB,CAMBRIDGE BAY,NT,CA,27,69.1,N,105.12,W
226,71926,YBK,"Baker Lake, NT ",Arctic,CYBK,BAKER LAKE,NT,CA,18,64.3,N,96.08,W
227,71945,YYE,"Fort Nelson, BC ",Arctic,CYYE,FORT NELSON,BC,CA,382,58.83,N,122.6,W
228,71957,YEV,"Inuvik, NT ",Arctic,CYEV,INUVIK,NT,CA,68,68.3,N,133.48,W
229,71964,YXY,"Whitehorse, YT ",Arctic,CYXY,WHITEHORSE,YK,CA,703,60.72,N,135.07,W
230,72797,UIL,"Quillayute, WA ",Arctic,KUIL,QUILLAYUTE,WA,US,62,47.95,N,124.55,W
231,73033,CWVK,"Vernon, BC ",Arctic,CWVK,VERNON BRIDGE,BC,CA,555,50.22,N,119.27,W
232,48698,WSSS,Singapore ,SEA,WSSS,SINGAPORE/CHANGI,,SR,16,1.37,N,103.98,E
233,82022,SBBV,Boa Vista ,North_America,SBBV,BOA VISTA/AIRPORT,,BZ,140,2.83,N,60.7,W
234,1241,ENOL,Orland ,Europe,ENOL,ORLAND III (NOR-AF,,NO,7,63.7,N,9.6,E
235,1400,,Ekofisk,Europe,ENEK,EKOFISK,,NO,46,56.53,N,3.22,E
236,3005,,Lerwick,Europe,,LERWICK/SHETLAND I,,UK,84,60.13,N,1.18,W
237,3808,,Camborne,Europe,,CAMBORNE,,UK,88,50.22,N,5.32,W
238,10035,,Schleswig,Europe,,SCHLESWIG,,DL,48,54.53,N,9.55,E
239,10113,,Norderney,Europe,,NORDERNEY,,DL,11,53.71,N,7.15,E
240,10184,,Greifswald,Europe,,GREIFSWALD,,DL,6,54.1,N,13.4,E
241,10393,,Lindenberg,Europe,,LINDENBERG,,DL,112,52.22,N,14.12,E
242,10410,EDZE,Essen ,Europe,EDZE,ESSEN/MULHEIM,,DL,161,51.4,N,6.97,E
243,10548,,Meiningen,Europe,,MEININGEN,,DL,453,50.57,N,10.37,E
244,10739,,Stuttgart/Schnarrenberg,Europe,,STUTTGART/SCHNARRE,,DL,311,48.83,N,9.2,E
245,10868,,Muenchen-Oberschlssheim,Europe,,MUNICH/OBERSCHLEIS,,DL,489,48.25,N,11.58,E
246,11520,,Praha-Libus,Europe,,PRAGUE/LIBUS,,CZ,304,50.0,N,14.45,E
247,11747,,Prostejov,Europe,,PROSTEJOV,,CZ,216,49.45,N,17.13,E
248,11952,,Poprad-Ganovce,Europe,,POPRAD/GANOVCE,,LO,706,49.03,N,20.32,E
249,12120,,Leba,Europe,,LEBA,,PL,2,54.75,N,17.53,E
250,12374,,Legionowo,Europe,,LEGIONOWO,,PL,96,52.4,N,20.97,E
251,12425,,Wroclaw I,Europe,,WROCLAW/MALY GADOW,,PL,116,51.13,N,16.98,E
